station.id,site,station.name,CIMIS Region,date,month,day,year,Precip (mm),Sol Rad (Wsq.m),Air Temp (C),Wind Speed (ms),Soil Temp (C),,,,,,,,,,,,,,
56,panoche,Los Banos,San Joaquin Valley,5/18/2019,5,18,2019,0,0,12.5,4.2,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/18/2019,5,18,2019,0.4,0,12.4,3.6,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0.4,0,12.2,3.9,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,0,11.7,4,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0.6,0,11.4,4.4,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0.8,0,11.4,4,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,1,11.4,2.8,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,57,11.1,2.3,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,245,12.9,2.1,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,275,14,3,17.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,1,128,12.9,4.9,17.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,4.6,109,9.7,3.4,17.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,612,12.6,1.8,17.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,728,15.2,1.8,17.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,742,16.4,3.1,17.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0.6,291,15.6,3.8,17.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0.5,693,14.9,2.3,17.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,251,15.5,1.4,17.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0.1,251,14.6,2,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,1,92,13.8,3,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,29,12.1,2.6,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0.2,1,11.8,2.1,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,2.2,0,11.4,1.4,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0.1,0,11.4,1.8,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,0,11.2,2.1,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/19/2019,5,19,2019,0,0,11.1,0.9,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,0,10.5,0.9,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,0,9.6,1.2,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0.1,0,8.4,1.5,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,0,7.7,1.5,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,1,8.5,2.1,17.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,60,8.4,1.6,17.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,238,10.2,2.4,17.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,315,12.1,3.2,17.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,517,13.2,2.9,17.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,679,14.6,2.3,17,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,582,15.7,2.7,17,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,760,16.8,2.3,17,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,999,18.4,2.3,17.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,850,18.9,2,17.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,723,20,1.7,17.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,479,20.1,2.2,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,471,20.4,3.6,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,263,18.9,5.9,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,69,16.4,6.2,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,1,14.4,5,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,0,13.5,5.8,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,0,12.9,4.3,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,0,12.1,2.7,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/20/2019,5,20,2019,0,0,11.5,2.5,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,12,3.7,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,12.6,3.9,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,12.6,2.2,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,10.9,2,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,11.9,2.4,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0.8,13,11.6,3.1,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,125,11.9,1.7,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,429,13.5,2,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,478,14.5,2.5,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,555,15.8,2.5,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,535,16.8,2.7,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0.7,515,15.8,2.6,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0.9,500,16.4,3.1,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,779,16.5,2.9,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,259,17.4,3.5,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,294,18,5.2,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,364,17.8,6.2,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,236,16.5,6.6,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,79,15.3,6,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,2,14,5.6,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,12.8,4.1,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,12.6,5.4,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,13,5.2,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/21/2019,5,21,2019,0,0,12.4,4.8,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,0,12.4,4.1,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,0,12.6,4.8,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,0,12.3,4.3,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,0,12.1,2.3,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,1,11.8,2.2,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,34,11.7,2,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,227,12.6,2.9,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,236,13.6,3.8,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,415,14.6,5,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,468,15.8,4.8,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,567,17,5.4,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,854,17.9,5.4,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,838,18.5,5.3,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,880,19.9,5.6,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,712,20.9,6.4,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,579,21.7,6.2,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,312,21.6,4.9,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,170,21.3,3.6,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,33,19.4,3.5,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,2,17.7,4.7,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,0,16.7,5,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,0,16.2,5,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,0,16.2,5.2,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/22/2019,5,22,2019,0,0,15.5,5.8,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,0,14.8,4.7,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,0,14.2,3.3,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,0,14.1,4.5,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,0,13.6,2.8,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,1,12.8,1.4,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,37,13,1.7,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,104,13.7,2.4,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,226,15,2.3,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,462,17.2,1.8,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,632,19.3,2.9,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,770,20.6,2,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,939,22.1,1.5,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,793,22.8,2.1,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,634,23.2,2.5,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,835,22.6,6.5,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,328,20.1,6.2,18,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,182,18.6,6.2,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,165,18.2,5.4,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,26,16.7,5,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,2,15.8,3.7,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,0,15,4,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,0,14.2,4.6,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,0,13.9,4.4,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/23/2019,5,23,2019,0,0,13.6,3.6,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,0,13.4,3.4,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,0,13.4,4.2,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,0,13.1,2.9,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,0,13.3,3.6,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,2,13.1,3,18.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,69,13.4,3,18.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,227,15,2.5,18,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,411,16.4,2.7,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,565,17.6,2.5,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,655,18.8,2,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,879,20.2,1.6,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,908,21.4,1.8,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,956,22.7,1.8,18,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,932,23.7,1.9,18.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,840,24.7,2.1,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,690,25.2,2.1,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,452,24.8,2.5,18.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,254,24.7,2.3,18.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,35,22.6,2.3,18.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,2,20,2.9,18.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,0,18.8,3.2,18.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,0,17.9,3.6,19,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,0,16.9,4.2,19,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/24/2019,5,24,2019,0,0,16.1,3.3,18.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,0,15,2.1,18.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,0,14.1,1.8,18.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,0,13.9,1.4,18.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,0,13.5,4.2,18.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,2,12.7,4.5,18.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,77,13,4.2,18.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,249,14.5,6,18.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,446,15.9,7.1,18.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,635,17.1,6.6,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,793,18.4,5.9,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,907,19.7,5,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,969,21,4.8,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,971,22.3,5,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,920,22.6,5.9,18.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,809,21.9,7,18.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,662,21.1,7.8,18.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,489,19.9,8.9,18.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,283,17.8,8.9,18.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,79,15.4,8.2,18.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,1,13.6,8.2,18.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,0,13.2,7.9,18.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,0,12.8,7.6,18.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,0,12.5,7.4,18.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/25/2019,5,25,2019,0,0,12.7,5.8,18.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,0,13.2,6.4,18.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,0,13.4,3.7,18.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,0,13.5,4.9,18.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0.3,0,12.9,4.9,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0.5,1,11.8,3.8,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,23,11.8,3.4,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,108,12.4,3.5,18.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,256,13.5,4.3,18.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,357,14.6,4.6,18,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,379,15.1,4.2,18,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,446,15.2,5,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,525,15.3,4.9,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,915,17.1,6,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,936,17.5,6.2,18,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,842,17.2,6.5,18,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,385,16.5,5.8,18.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,128,14.1,5.3,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,1.4,48,12.5,2.9,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0.3,30,12.3,1.5,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,2,11.1,1.5,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,0,10.8,1.2,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,0,10.2,1.7,18.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,0,9.3,1.6,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/26/2019,5,26,2019,0,0,9,1.4,18.2,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,0,8.1,1.5,18.1,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,0,8.6,1.8,18,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,0,8.2,1.2,17.9,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0.1,0,8.4,1.7,17.8,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,1,8.2,1.3,17.7,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,36,8.1,0.7,17.6,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,149,10.1,1,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,343,12.8,1.6,17.5,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,619,14.7,1.7,17.4,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,765,16.4,2.4,17.3,, ,,,,,,,,,,,, 
56,panoche,Los Banos,San Joaquin Valley,5/27/2019,5,27,2019,0,892,17.5,2.3,17.3,, ,,,,,,,,,,,, 
